published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-11,1050,1050,1050,1050,1.83,100,105000,A
2026-08-12,1045.1,1045.1,1045.1,1045.1,-0.47,25,26127.5,A
2026-08-18,1055,1055,1055,1055,0.95,127,133985,A
