published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-24,1112.4,1112.4,1112,1112,2.96,80,88984,A
2026-08-31,1110,1110,1110,1110,-0.18,300,333000,A
2026-09-03,1110,1110,1110,1143.3,3,8,9146.4,A
2026-09-07,1177,1177,1145,1143,-0.03,45,51997.5,A
2026-09-09,1177,1177,1177,1177,2.97,19,22363,A
