published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1140,1140,1140,1140,2.61,50,57000,A
2026-08-13,1106.1,1106.1,1106.1,1106.1,-2.97,25,27652.5,A
