published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-07,1023.6,1023.6,1023.6,1023.6,-0.04,25,25590,A
2026-08-12,1025,1025,1025,1025,0.14,100,102500,A
2026-08-14,1015,1015,1015,1015,-0.98,49,49735,A
2026-08-17,1030,1030,1030,1030,1.48,50,51500,A
2026-08-19,1041,1041,1039,1039,0.87,100,104000,A
2026-08-21,1039,1039,1039,1039,0,19,19741,A
