published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1042.8,1042.8,1042.8,1042.8,-3,150,156420,A
2026-08-12,1052.2,1052.2,1052.2,1052.2,0.9,100,105220,A
