published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-20,1010.3,1010.3,1010.3,1010.3,-2.6,25,25257.5,A
2026-09-09,1035,1045,1035,1045,3.43,35,36375,A
2026-09-24,1022.1,1022.1,1022.1,1022.1,-2.19,25,25552.5,A
