published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1165,1165,1165,1165,-1.02,25,29125,A
2026-08-11,1182,1182,1182,1182,1.46,25,29550,A
2026-08-13,1205,1205,1205,1175,-0.59,25,29885,A
2026-08-17,1170,1205,1170,1205,2.55,50,59375,A
