published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1383.2,1383.2,1383.2,1383.2,-2.99,10,13832,A
2026-08-12,1383.2,1383.2,1383.2,1263,-8.69,4,5249,A
2026-08-13,1263,1263,1263,1131,-10.45,3,3497,A
