published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-07,1260,1260,1260,1260,0.69,50,63000,A
2026-08-25,1231,1231,1231,1231,-2.3,25,30775,A
2026-09-02,1267.9,1267.9,1267.9,1267.9,3,25,31697.5,A
