published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-12,1217,1217,1217,1217,-2.9,3000,3651000,A
2026-09-02,1200.1,1200.1,1200.1,1200.1,-1.39,25,30002.5,A
