published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1048,1049,1048,1049,-0.1,54,56617,A
2026-08-11,1022.3,1032,1022.3,1032,-1.62,50,51357.5,A
2026-08-18,1055,1064,1051,1062,2.91,555,589805,A
2026-08-19,1072,1072,1072,1073.6,1.09,36,38609.6,A
2026-08-20,1050,1050,1050,1050,-2.2,25,26250,A
2026-08-25,1025,1025,1025,1025,-2.38,25,25625,A
2026-08-27,1030,1032,1030,1032,0.68,50,51550,A
2026-08-31,1062.9,1094,1062.9,1094,6.01,2119,2311417.6,A
