published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-14,1007,1007,1005,1006.2,-3.06,900,905460,A
2026-08-31,1020,1020,1000,1000,-0.62,115,116225,A
2026-09-01,1015,1015,1015,1015,1.5,835,847525,A
