published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-08-10,1090,1090,1090,1090,0,25,27250,A
2026-08-19,1122.7,1122.7,1122.7,1122.7,3,49,55012.3,A
2026-08-26,1122,1122,1122,1122,-0.06,10,11220,A
2026-08-27,1122,1122,1122,1122,0,5,5610,A
2026-09-01,1125,1125,1125,1125,0.27,25,28125,A
2026-09-02,1125,1125,1125,1122,-0.27,5,5610,A
