published_date,nav
2026-03-30,10.65
2026-03-31,10.71
2026-04-01,10.48
2026-04-02,10.48
2026-04-03,10.48
2026-04-04,10.48
2026-04-05,10.14
2026-04-06,10.36
2026-04-07,10.38
2026-04-08,10.494115726327
2026-04-09,10.624978820825
2026-04-10,10.56
2026-04-11,10.56
2026-04-12,10.56
2026-04-13,10.571475079267
2026-04-14,10.570992321451
2026-04-15,10.686481973852
2026-04-16,10.6
2026-04-17,10.59
2026-04-18,10.59
2026-04-19,10.59
2026-04-20,10.55
2026-04-21,10.52
2026-04-22,10.49
2026-04-23,10.45
2026-04-24,10.44
2026-04-25,10.44
2026-04-26,10.44
2026-04-27,10.45
2026-04-28,10.39
2026-04-29,10.3
2026-04-30,10.305996796734
2026-05-01,10.305523322641
2026-05-02,10.305049870582
2026-05-03,10.304576440556
2026-05-04,10.19
2026-05-05,10.2
2026-05-06,10.2
2026-05-07,10.24
2026-05-08,10.327139630478
2026-05-09,10.326663938843
2026-05-10,10.326188269242
2026-05-11,10.458704821946
2026-05-12,10.355739343709
2026-05-13,10
2026-05-14,10.27
2026-05-15,10.27
2026-05-16,10.27
2026-05-17,10.27
2026-05-18,10.29
2026-05-19,10.26
2026-05-20,10.36
2026-05-21,10.31
2026-05-22,10.34
2026-05-23,10.34
2026-05-24,10.34
2026-05-25,10.42
2026-05-26,10.41
2026-05-27,10.44
2026-05-28,10.44
2026-05-29,10.44
2026-05-30,10.44
2026-05-31,10.44
2026-06-01,10.39
2026-06-02,10.43
2026-06-03,10.43
2026-06-05,10.38
2026-06-08,10.29
2026-06-09,10.27
2026-06-10,10.29
2026-06-11,10.26
2026-06-12,10.24
2026-06-15,10.22
2026-06-16,10.2
2026-06-17,10.2
2026-06-18,10.18
2026-06-19,10.18
2026-06-22,10.18
2026-06-23,10.12
2026-06-24,10.06
2026-06-25,10.05
2026-06-26,10.03
2026-06-29,9.99
2026-06-30,9.92
2026-07-01,10.03
2026-07-02,10.06
2026-07-04,10.03
2026-07-06,9.98
2026-07-07,10.03
2026-07-08,9.97
2026-07-09,9.91
2026-07-10,9.9
2026-07-13,9.83
2026-07-14,9.85
2026-07-15,9.89
2026-07-16,9.97
2026-07-17,10.13
2026-07-20,10.22
2026-07-21,10.23
2026-07-22,10.19
2026-07-23,10.22
2026-07-24,10.24
2026-07-27,10.17
2026-07-28,10.16
2026-07-29,10.15
2026-07-30,10.1
2026-07-31,10.12
2026-08-03,10.17
2026-08-04,10.12
2026-08-05,10.12
2026-08-06,10.09
2026-08-07,10.06
2026-08-10,10.02
2026-08-11,10.05
2026-08-12,10.06
2026-08-13,10.1
2026-08-14,10.1
2026-08-17,10.06
2026-08-18,10.02
2026-08-19,10.02
2026-08-20,10.05
