published_date,nav
2026-07-24,10.33
2026-07-25,10.21
2026-07-26,10.21
2026-07-27,10.21
2026-07-28,10.23
2026-07-29,10.21
2026-07-30,10.16
2026-07-31,10.19
2026-08-01,10.2
2026-08-02,10.2
2026-08-03,10.2
2026-08-04,10.2
2026-08-05,10.1
2026-08-06,10.06
2026-08-07,10.03
2026-08-08,10.03
2026-08-09,10.03
2026-08-10,10.02
2026-08-11,10.02
2026-08-12,10.03
2026-08-13,10.06
2026-08-14,10.05
2026-08-15,10.01
2026-08-16,10.01
2026-08-17,10.01
2026-08-18,9.97
2026-08-19,9.97
2026-08-20,10.01
